"timeMillisSpent","score"
198,"-400hard/-3500soft"
297,"-300hard/-3600soft"
442,"-300hard/-3500soft"
2339,"-300hard/-3200soft"
3711,"-300hard/-2950soft"
3974,"-50hard/-3050soft"
4020,"-50hard/-3000soft"
4044,"0hard/-3250soft"
4064,"0hard/-3100soft"
4130,"0hard/-2950soft"
7397,"0hard/-2900soft"
7474,"0hard/-2800soft"
12317,"0hard/-2750soft"
13785,"0hard/-2700soft"
14069,"0hard/-2450soft"
15364,"0hard/-2300soft"
15974,"0hard/-2150soft"
17150,"0hard/-1850soft"
