"timeMillisSpent","score"
102,"0hard/-3600soft"
155,"0hard/-3300soft"
630,"0hard/-3200soft"
646,"0hard/-3000soft"
652,"0hard/-2900soft"
679,"0hard/-2700soft"
1006,"0hard/-2550soft"
1319,"0hard/-2350soft"
1351,"0hard/-2150soft"
1356,"0hard/-1850soft"
1531,"0hard/-1750soft"
1557,"0hard/-1600soft"
1582,"0hard/-1400soft"
2032,"0hard/-1200soft"
2165,"0hard/-1100soft"
2566,"0hard/-950soft"
2764,"0hard/-800soft"
8516,"0hard/-700soft"
