"timeMillisSpent","score"
61,"0hard/-3600soft"
91,"0hard/-3450soft"
177,"0hard/-3300soft"
213,"0hard/-2950soft"
3785,"0hard/-2900soft"
3808,"0hard/-2850soft"
5226,"0hard/-2800soft"
5462,"0hard/-2750soft"
6009,"0hard/-2700soft"
7381,"0hard/-2600soft"
7864,"0hard/-2550soft"
10089,"0hard/-2500soft"
11855,"0hard/-2450soft"
12658,"0hard/-2400soft"
12659,"0hard/-2350soft"
15941,"0hard/-2300soft"
18132,"0hard/-2250soft"
18274,"0hard/-2200soft"
21744,"0hard/-2100soft"
29712,"0hard/-1950soft"
