"timeMillisSpent","score"
171,"-400hard/-3500soft"
183,"-300hard/-3700soft"
191,"-300hard/-3600soft"
437,"-300hard/-3500soft"
453,"-300hard/-3450soft"
470,"-300hard/-3250soft"
593,"-300hard/-3200soft"
1260,"-300hard/-2900soft"
1480,"-300hard/-2850soft"
1645,"-300hard/-2800soft"
1663,"-300hard/-2700soft"
2700,"0hard/-2700soft"
3588,"0hard/-2550soft"
3671,"0hard/-2450soft"
