"timeMillisSpent","score"
186,"-400hard/-3500soft"
236,"-300hard/-3600soft"
407,"-300hard/-3500soft"
2675,"-300hard/-3200soft"
3411,"-300hard/-3150soft"
5344,"-300hard/-3000soft"
5742,"-300hard/-2900soft"
8141,"0hard/-2900soft"
8967,"0hard/-2850soft"
9067,"0hard/-2750soft"
