"timeMillisSpent","score"
60,"0hard/-3600soft"
121,"0hard/-3500soft"
139,"0hard/-3300soft"
156,"0hard/-3100soft"
209,"0hard/-2900soft"
357,"0hard/-2800soft"
396,"0hard/-2500soft"
1421,"0hard/-2400soft"
1816,"0hard/-2350soft"
1924,"0hard/-2300soft"
1960,"0hard/-2150soft"
2214,"0hard/-2000soft"
2234,"0hard/-1500soft"
2376,"0hard/-1400soft"
3243,"0hard/-1250soft"
4630,"0hard/-1200soft"
4656,"0hard/-1100soft"
4730,"0hard/-800soft"
