"timeMillisSpent","score"
464,"-1650hard/-14500soft"
2264,"-1650hard/-14300soft"
3983,"-1650hard/-14150soft"
5605,"-1650hard/-13950soft"
6364,"-1650hard/-13900soft"
6771,"-1650hard/-13700soft"
7702,"-1650hard/-13650soft"
9873,"-1650hard/-13600soft"
17839,"-1650hard/-13450soft"
20550,"-1650hard/-13400soft"
20557,"-1650hard/-13300soft"
